candidate_id,outer_fold,trial_id,state,inner_macro_f1,config,failure_reason,parameter_count
B-RF0,1,1,COMPLETE,0.8437983346113467,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
B-RF0,1,2,COMPLETE,0.8448234919882373,"{""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,
B-RF0,1,3,COMPLETE,0.8541159537869109,"{""max_depth"": 5, ""max_features"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
B-RF0,1,4,COMPLETE,0.8505820188898369,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 300}",,
B-RF0,1,5,COMPLETE,0.8548915017602594,"{""max_depth"": 8, ""max_features"": null, ""min_samples_leaf"": 4, ""n_estimators"": 100}",,
B-RF0,2,0,COMPLETE,0.8516182204601498,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",,
B-RF0,2,1,COMPLETE,0.8623900446637824,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
B-RF0,2,2,COMPLETE,0.8502714487185834,"{""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,
B-RF0,2,3,COMPLETE,0.8532064301923775,"{""max_depth"": 5, ""max_features"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
B-RF0,2,4,COMPLETE,0.859265069162409,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 300}",,
B-RF0,2,5,COMPLETE,0.859265069162409,"{""max_depth"": 8, ""max_features"": null, ""min_samples_leaf"": 4, ""n_estimators"": 100}",,
B-RF0,3,0,COMPLETE,0.8741119189518002,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",,
B-RF0,3,1,COMPLETE,0.8719099984995761,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
B-RF0,3,2,COMPLETE,0.8741119189518002,"{""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,
B-RF0,3,3,COMPLETE,0.8719099984995761,"{""max_depth"": 5, ""max_features"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
B-RF0,3,4,COMPLETE,0.8719099984995761,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 300}",,
B-RF0,3,5,COMPLETE,0.8729337941322406,"{""max_depth"": 8, ""max_features"": null, ""min_samples_leaf"": 4, ""n_estimators"": 100}",,
B-RF0,4,0,COMPLETE,0.8454728649734252,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",,
B-RF0,4,1,COMPLETE,0.8460811767971772,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
B-RF0,4,2,COMPLETE,0.8460811767971772,"{""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,
B-RF0,4,3,COMPLETE,0.8527085976243737,"{""max_depth"": 5, ""max_features"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
B-RF0,4,4,COMPLETE,0.8559690456222165,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 300}",,
B-RF0,4,5,COMPLETE,0.8616918959666937,"{""max_depth"": 8, ""max_features"": null, ""min_samples_leaf"": 4, ""n_estimators"": 100}",,
B-S0,0,0,COMPLETE,0.26103835488564914,"{""C"": 0.1, ""gamma"": 0.01}",,
B-S0,0,1,COMPLETE,0.26103835488564914,"{""C"": 0.1, ""gamma"": 0.1}",,
B-S0,0,2,COMPLETE,0.26103835488564914,"{""C"": 1.0, ""gamma"": 0.01}",,
B-S0,0,3,COMPLETE,0.3437426969685034,"{""C"": 1.0, ""gamma"": 0.1}",,
B-S0,0,4,COMPLETE,0.3437426969685034,"{""C"": 10.0, ""gamma"": 0.01}",,
B-S0,0,5,COMPLETE,0.82045119342881,"{""C"": 10.0, ""gamma"": 0.1}",,
B-S0,1,0,COMPLETE,0.26103835488564914,"{""C"": 0.1, ""gamma"": 0.01}",,
B-S0,1,1,COMPLETE,0.26103835488564914,"{""C"": 0.1, ""gamma"": 0.1}",,
B-S0,1,2,COMPLETE,0.26103835488564914,"{""C"": 1.0, ""gamma"": 0.01}",,
B-S0,1,3,COMPLETE,0.33541672039381143,"{""C"": 1.0, ""gamma"": 0.1}",,
B-S0,1,4,COMPLETE,0.33541672039381143,"{""C"": 10.0, ""gamma"": 0.01}",,
B-S0,1,5,COMPLETE,0.8224799901649251,"{""C"": 10.0, ""gamma"": 0.1}",,
B-S0,2,0,COMPLETE,0.26103835488564914,"{""C"": 0.1, ""gamma"": 0.01}",,
B-S0,2,1,COMPLETE,0.26103835488564914,"{""C"": 0.1, ""gamma"": 0.1}",,
B-S0,2,2,COMPLETE,0.26103835488564914,"{""C"": 1.0, ""gamma"": 0.01}",,
B-S0,2,3,COMPLETE,0.3083933200228335,"{""C"": 1.0, ""gamma"": 0.1}",,
B-S0,2,4,COMPLETE,0.3145421636689813,"{""C"": 10.0, ""gamma"": 0.01}",,
B-S0,2,5,COMPLETE,0.8187457250415151,"{""C"": 10.0, ""gamma"": 0.1}",,
B-S0,3,0,COMPLETE,0.2615133294896082,"{""C"": 0.1, ""gamma"": 0.01}",,
B-S0,3,1,COMPLETE,0.2615133294896082,"{""C"": 0.1, ""gamma"": 0.1}",,
B-S0,3,2,COMPLETE,0.2615133294896082,"{""C"": 1.0, ""gamma"": 0.01}",,
B-S0,3,3,COMPLETE,0.39652142225448594,"{""C"": 1.0, ""gamma"": 0.1}",,
B-S0,3,4,COMPLETE,0.4009572874790266,"{""C"": 10.0, ""gamma"": 0.01}",,
B-S0,3,5,COMPLETE,0.8459265007188638,"{""C"": 10.0, ""gamma"": 0.1}",,
B-S0,4,0,COMPLETE,0.2612079818158395,"{""C"": 0.1, ""gamma"": 0.01}",,
B-S0,4,1,COMPLETE,0.2612079818158395,"{""C"": 0.1, ""gamma"": 0.1}",,
B-S0,4,2,COMPLETE,0.2612079818158395,"{""C"": 1.0, ""gamma"": 0.01}",,
B-S0,4,3,COMPLETE,0.36478321424311355,"{""C"": 1.0, ""gamma"": 0.1}",,
B-S0,4,4,COMPLETE,0.37250213625853695,"{""C"": 10.0, ""gamma"": 0.01}",,
B-S0,4,5,COMPLETE,0.8315586755085073,"{""C"": 10.0, ""gamma"": 0.1}",,
B-H0,0,0,COMPLETE,0.8313576258653214,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",,
B-H0,0,1,COMPLETE,0.835077161855425,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",,
B-H0,0,2,COMPLETE,0.8376909909748437,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",,
B-H0,0,3,COMPLETE,0.8376909909748437,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",,
B-H0,1,0,COMPLETE,0.8570066287793515,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",,
B-H0,1,1,COMPLETE,0.8549332246338812,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",,
B-H0,1,2,COMPLETE,0.8425317125107051,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",,
B-H0,1,3,COMPLETE,0.859548052552343,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",,
B-H0,2,0,COMPLETE,0.8617500848501076,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",,
B-H0,2,1,COMPLETE,0.8615623544824592,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",,
B-H0,2,2,COMPLETE,0.8615623544824592,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",,
B-H0,2,3,COMPLETE,0.8617500848501076,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",,
B-H0,3,0,COMPLETE,0.8769537021847146,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",,
B-H0,3,1,COMPLETE,0.8730881233191358,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",,
B-H0,3,2,COMPLETE,0.8769537021847146,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",,
B-H0,3,3,COMPLETE,0.8769537021847146,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",,
B-H0,4,0,COMPLETE,0.8605810236331816,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",,
B-H0,4,1,COMPLETE,0.8585279769406632,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",,
B-H0,4,2,COMPLETE,0.8585279769406632,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",,
B-H0,4,3,COMPLETE,0.8585279769406632,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",,
B-M0,0,0,COMPLETE,0.26103835488564914,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""mlp"", ""batch_size"": 32, ""candidate_id"": ""N2"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.1, ""evidence_role"": ""study_b_student_por"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""mlp"", ""batch_norm_allowed"": false, ""candidate_id"": ""N2"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 8, ""learning_rate"": 0.003, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 51, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 4, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.0, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 32, ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""dropout"": 0.1, ""hidden_dim"": 8, ""learning_rate"": 0.003, ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""sequence_dropout"": 0.0, ""weight_decay"": 1e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 1e-05}",,51.0
B-M0,0,1,COMPLETE,0.26103835488564914,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""mlp"", ""batch_size"": 32, ""candidate_id"": ""N2"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.2, ""evidence_role"": ""study_b_student_por"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""mlp"", ""batch_norm_allowed"": false, ""candidate_id"": ""N2"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 16, ""learning_rate"": 0.001, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 99, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 4, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.0, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 32, ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""dropout"": 0.2, ""hidden_dim"": 16, ""learning_rate"": 0.001, ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""sequence_dropout"": 0.0, ""weight_decay"": 1e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 1e-05}",,99.0
B-M0,1,0,COMPLETE,0.26103835488564914,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""mlp"", ""batch_size"": 32, ""candidate_id"": ""N2"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.1, ""evidence_role"": ""study_b_student_por"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""mlp"", ""batch_norm_allowed"": false, ""candidate_id"": ""N2"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 8, ""learning_rate"": 0.003, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 51, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 4, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.0, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 32, ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""dropout"": 0.1, ""hidden_dim"": 8, ""learning_rate"": 0.003, ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""sequence_dropout"": 0.0, ""weight_decay"": 1e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 1e-05}",,51.0
B-M0,1,1,COMPLETE,0.26103835488564914,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""mlp"", ""batch_size"": 32, ""candidate_id"": ""N2"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.2, ""evidence_role"": ""study_b_student_por"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""mlp"", ""batch_norm_allowed"": false, ""candidate_id"": ""N2"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 16, ""learning_rate"": 0.001, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 99, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 4, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.0, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 32, ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""dropout"": 0.2, ""hidden_dim"": 16, ""learning_rate"": 0.001, ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""sequence_dropout"": 0.0, ""weight_decay"": 1e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 1e-05}",,99.0
B-M0,2,0,COMPLETE,0.26103835488564914,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""mlp"", ""batch_size"": 32, ""candidate_id"": ""N2"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.1, ""evidence_role"": ""study_b_student_por"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""mlp"", ""batch_norm_allowed"": false, ""candidate_id"": ""N2"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 8, ""learning_rate"": 0.003, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 51, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 4, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.0, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 32, ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""dropout"": 0.1, ""hidden_dim"": 8, ""learning_rate"": 0.003, ""lstm_hidden_dim"": 1, ""max_epochs"": 24, ""normalization"": ""none"", ""num_layers"": 1, ""sequence_dropout"": 0.0, ""weight_decay"": 1e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 1e-05}",,51.0
