recommendation_instance_id,review_status,reasons,n0_r0_agreement
3bed7f4b5466274ad80e822d,eligible_for_draft,[],True
034ed8eb371d5116de1341e8,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
93cee72dc2d16ac5f6117231,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
9e10becbef08c78c481d9bd9,eligible_for_draft,[],True
09cd283ce3180063ed6b7bca,eligible_for_draft,[],True
9cc5ad9b456976bd7bc37434,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
b40d9466260c424da59bd77e,eligible_for_draft,[],True
daf657be3855e5bfc8f5ee7e,eligible_for_draft,[],True
323a9316bfaa218ec828e4dc,eligible_for_draft,[],True
8fc5f9161dbe53fb21f35349,eligible_for_draft,[],True
7889584a70828d04bec16487,eligible_for_draft,[],True
2f9bce4ad9d9a80b8ada7d81,eligible_for_draft,[],True
878871c0d97afd74286c5128,eligible_for_draft,[],True
c28c192202ec2676c15c1e4c,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
860ca90baf83637cb0d8ad72,eligible_for_draft,[],True
2dd9c644237a0e20685ccbb9,eligible_for_draft,[],True
70da072edc57367cb571e309,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
9d9a6e5993fec5db931d7457,eligible_for_draft,[],True
6a05b455c56024aeabca7e74,eligible_for_draft,[],True
c39578881ddefa74bc0cbbc8,advisor_review_required,"[""entropy_high""]",True
d5819a1409813364f668226b,advisor_review_required,"[""seed_disagreement_high""]",True
eedddd0351052f72c65cd5c4,eligible_for_draft,[],True
f4969d5f4044b4e0a6a6d265,advisor_review_required,"[""n0_r0_disagreement""]",False
d4fc33f7b34ac9da3ef2aa1d,eligible_for_draft,[],True
0af4eb9eaa0b2ec20ab75064,eligible_for_draft,[],True
22ce9e7a77e0805b8477d468,eligible_for_draft,[],True
8d845d0f875668ade76df015,eligible_for_draft,[],True
7d9d3f1b60c540c08d73a2e1,eligible_for_draft,[],True
e9a58da78af8f9eee00c604d,eligible_for_draft,[],True
2f80caaaab894218cbd6b704,eligible_for_draft,[],True
ce1309e588756786d39982a0,eligible_for_draft,[],True
d1614e804387584a4d55e80d,eligible_for_draft,[],True
f9df3bc62f972432312b57d5,eligible_for_draft,[],True
6f1ffa49e40032c89ffd5f42,eligible_for_draft,[],True
2b924d60c760548b1ceaf5a6,eligible_for_draft,[],True
164b0acf783c8dc7bc9da03b,eligible_for_draft,[],True
84a9fc969bd6eac4710c4c16,eligible_for_draft,[],True
d04af29b0a169253b3521d10,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
279a8a52bcfd2e40e5078f66,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
a4090f004aa256bf8c7a96f0,advisor_review_required,"[""n0_r0_disagreement"", ""model_score_low"", ""entropy_high""]",False
fc39ba070271ff948ab102ef,eligible_for_draft,[],True
b8286b49d94593c72ef05496,eligible_for_draft,[],True
a1354f7f05784e56936d85b0,eligible_for_draft,[],True
10601d60abfb5c857f03c326,eligible_for_draft,[],True
54363743d96080d1a749eb13,eligible_for_draft,[],True
446d95c4382e1c8633a53f06,eligible_for_draft,[],True
a5dd481df32e3ccf593d4e2e,eligible_for_draft,[],True
732f8107153add6c9de644cf,eligible_for_draft,[],True
df026b50cc10aa81c7e1ec37,eligible_for_draft,[],True
0f5ed30371c3c725f10ef4ac,eligible_for_draft,[],True
584ba767f903da37593391b8,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
6c71740d37e581095e858316,eligible_for_draft,[],True
a63f225045be60f619a29448,eligible_for_draft,[],True
bcba3d5fbd3d549e88d7cec9,eligible_for_draft,[],True
b005fa32cd6fd69e3b06e60a,eligible_for_draft,[],True
a3b1dd0f536d424e9262bd6e,eligible_for_draft,[],True
95df873e2badc6234df4635a,eligible_for_draft,[],True
21a98cdf85cb29be60e6e371,eligible_for_draft,[],True
9d5d82b4fe35f2a6607d5c5d,eligible_for_draft,[],True
c72d854fbed6de4e9ee72f50,eligible_for_draft,[],True
7226af77ff63bfb8fcf4238d,eligible_for_draft,[],True
373922fa9f3c6e6ad1ce13d1,eligible_for_draft,[],True
47a7a54edc17acbed6bf6ba2,eligible_for_draft,[],True
374610a360107c570ffd9423,eligible_for_draft,[],True
821f19e4dde5166d5bd189d0,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
7a761044c818a502a04db895,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
2f93702400a9204699206e81,eligible_for_draft,[],True
9bc6bd44b4a13d85f1e8c9a5,eligible_for_draft,[],True
355f3d1b5c04b10230cb0f34,eligible_for_draft,[],True
24c99043ffe7fd6e0a298e9b,advisor_review_required,"[""model_score_low"", ""entropy_high""]",True
e1c6b214c6cde601d762202f,eligible_for_draft,[],True
56abd30afaeca3eed57936bd,eligible_for_draft,[],True
7b2b58f5d7090c83e151d9a0,eligible_for_draft,[],True
52093df37b54be7abd108301,eligible_for_draft,[],True
99005ab93632d1e0d6042dcf,eligible_for_draft,[],True
23846c322927bdcb0cb93c37,eligible_for_draft,[],True
d6a51892b00fb031a23533b4,eligible_for_draft,[],True
6686d55e43444de5fc27e5fa,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
3ee9c043566338a362a1b1d0,eligible_for_draft,[],True
0adb67ca2ec6513c69858db7,eligible_for_draft,[],True
b6f2ced1ad4b3879b022eac1,eligible_for_draft,[],True
970f42a82e9514fe751044ec,advisor_review_required,"[""model_score_low"", ""entropy_high""]",True
39dcfb4d8ea908fbadb6e3b6,eligible_for_draft,[],True
a3c42a28ce01d30f90884bcb,eligible_for_draft,[],True
834d939a450911619c101e4b,eligible_for_draft,[],True
159302ff7b7372ae2f24a501,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
4cb330132c4e1cfa3fdea1f8,eligible_for_draft,[],True
69b9e202fe4756f3e8116ab5,eligible_for_draft,[],True
236978ac9ce676457ee87fa0,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
101e27db79279ddbc9d1de15,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
aa11b3f20b7da34062b4a160,eligible_for_draft,[],True
3c27b2fdc198e29dba0a5f0a,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
b904291fcbecda3d48b14666,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
8f81c00eb68a3568d0ec1d13,eligible_for_draft,[],True
7e5561ccdd0da5d7a3a024d3,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
53a69292bc1a29cf9fce6ed8,eligible_for_draft,[],True
817495ac3120dd2bad586fce,eligible_for_draft,[],True
977cb53055a9b162d5af4b68,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
251288c7b75b1b5d35c1732d,eligible_for_draft,[],True
1ea1b5645b59589ab07d78f9,eligible_for_draft,[],True
f05ca29039df34ebf7046ce6,eligible_for_draft,[],True
522b5c263983a7925d088d48,eligible_for_draft,[],True
3308de3df29379439b1d5d6e,eligible_for_draft,[],True
f23e1f04e1ae2a119b00559b,eligible_for_draft,[],True
3f98a056dd1793a3c7c5fd97,eligible_for_draft,[],True
7e8d559c53b2fd33b6b1bdea,advisor_review_required,"[""model_score_low"", ""entropy_high""]",True
63a0560ab4e13ed2901ee3c1,eligible_for_draft,[],True
99c72bd622c8b5d158261ad3,eligible_for_draft,[],True
b0cfceaa0676eccece7ce460,eligible_for_draft,[],True
0c3874eb29dfb4081dfb02e3,eligible_for_draft,[],True
8e15a3c50a9a166e687a629d,eligible_for_draft,[],True
3bfdc01aaa442776d5871cce,eligible_for_draft,[],True
99a8f1e16060a35d814d7567,eligible_for_draft,[],True
edeaca06071e9a42284c70c5,eligible_for_draft,[],True
a68a89d0710a6524285ed148,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
90692fc16c80990fa2271fd3,eligible_for_draft,[],True
b859da94a089e1a620e85934,eligible_for_draft,[],True
219ddaa1900cde85c7449aa5,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
a2d11438a41ab40b4ce3c45c,eligible_for_draft,[],True
6a2b4c2a939bf11848459f11,eligible_for_draft,[],True
596736f6afee2c7d66def1a7,eligible_for_draft,[],True
188ae5aeb7be84fe41bdc446,eligible_for_draft,[],True
f5a6691e37387c88b42659c5,eligible_for_draft,[],True
e8800d01d0a6f7579bd2a0d1,eligible_for_draft,[],True
7534f9db59088b36818c0fea,eligible_for_draft,[],True
a5e8288ce7cc3350938c5ce6,eligible_for_draft,[],True
0be19d7a2043ddf56b2c8219,eligible_for_draft,[],True
fd4820157dc323c180ffc0bf,eligible_for_draft,[],True
1e237ddab24bc01901a189ef,eligible_for_draft,[],True
e2898a556f0e7e2fbda4ff7f,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
62b92c152480bd54189fe67d,eligible_for_draft,[],True
f9449bf89949f30ff30d7fd5,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
5d71c9b16bc69e54ed5e454a,advisor_review_required,"[""model_score_low""]",True
2ec56acefa02b3baafc1d5e2,advisor_review_required,"[""model_score_low"", ""entropy_high""]",True
9e6cd6deba3b191204cf95fb,eligible_for_draft,[],True
8156440cf868fcea5e8aa241,eligible_for_draft,[],True
aa94aa24162a3337e2731382,eligible_for_draft,[],True
34774f53a239ee46567e2b31,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
1af2744652f97017eb13a452,eligible_for_draft,[],True
f79772ba02a57228ae522c1b,eligible_for_draft,[],True
df61fb7921e50a4ae94f9457,eligible_for_draft,[],True
ab1aa8246f30404474872ef5,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
2d03f67fd4bf4debfe3b5c8a,advisor_review_required,"[""entropy_high""]",True
b183d447de16a333ef7eebc7,eligible_for_draft,[],True
561d6d347ffc1afad6e6a603,eligible_for_draft,[],True
9ec6b298748fce9756e2380e,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
fca0f4301a369706ca9630a1,eligible_for_draft,[],True
a7b9178bbd41e8bbca408a54,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
2009b1d1eda415b8b00368dd,eligible_for_draft,[],True
531741ef9bcd7eb07bc229cf,advisor_review_required,"[""n0_r0_disagreement""]",False
6c1026713871b12624f2f1a0,eligible_for_draft,[],True
754b74b1c072f2a1e9684f7a,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
c9c1eeae9256b52ad3c9f66e,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
8ef7cce979fcec924bd4ec90,eligible_for_draft,[],True
f9adde9adccb16d86e5c689d,eligible_for_draft,[],True
47a731ee8e05bcacae0012c4,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
f63a94359f9e2caf7318427e,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
ff2f1bfe46ecbeb1c82e598c,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
3c1546c7f5db646f801b19ee,eligible_for_draft,[],True
171d9d49b11100759a953016,eligible_for_draft,[],True
2a801e733cd92bb177cecc8f,advisor_review_required,"[""n0_r0_disagreement""]",False
eb5258d7e9a59a96778103ee,eligible_for_draft,[],True
79c62a72c16f4cd6bca79e02,eligible_for_draft,[],True
012526537682477722c81be0,eligible_for_draft,[],True
6f9e0f9089c6667be9c18232,eligible_for_draft,[],True
bc7d79fb9b679d7c1a97f058,eligible_for_draft,[],True
6fce1d7d0e0d09b338e1c06a,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
8f9d784471d1601923a6126b,eligible_for_draft,[],True
1d248f439a1eb2352ee4c6f3,eligible_for_draft,[],True
01102805099a3c52de96d59a,eligible_for_draft,[],True
8d0ce9bae8b897d0fda3552b,eligible_for_draft,[],True
464a249588a16861f9c0d14e,eligible_for_draft,[],True
71e5d619f6f8fffe67d77e88,advisor_review_required,"[""seed_disagreement_high""]",True
21b874aa35972c90ba1cd9fc,eligible_for_draft,[],True
389f9f4cf14c44ada9c4f30d,advisor_review_required,"[""n0_r0_disagreement""]",False
f5c3cf24c90f70eec74125a5,eligible_for_draft,[],True
2c8cc54c3a61df2b9df0e95e,eligible_for_draft,[],True
f77a9465efbc6bd7b95167ea,eligible_for_draft,[],True
db3599fb464c2ac1fa2f40fa,eligible_for_draft,[],True
d84b299126bd147f9ae08cfa,eligible_for_draft,[],True
22a0175b1caf88d38eca3e43,eligible_for_draft,[],True
83054d7f8468e56b3c5a4a2e,eligible_for_draft,[],True
a561a05ecb4d44ced2942cdf,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
470b10d5418995f58015865b,eligible_for_draft,[],True
8e2ff3f48ff085f0f7c0ab9b,eligible_for_draft,[],True
9ed686a65f74ec8f2d75e939,eligible_for_draft,[],True
8dbff96d9389d84a2d809fc3,eligible_for_draft,[],True
fd8863ba055902ded32dab94,eligible_for_draft,[],True
19161ad4712562c2ec17faa4,eligible_for_draft,[],True
316a50b474a8d00425b86322,eligible_for_draft,[],True
4b0a1fcac86022156a72bc38,eligible_for_draft,[],True
3e2ce285c223bbfa0479c067,eligible_for_draft,[],True
adb20dfc30687e9ee1b8fe49,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
4feebf342b53f7095bdd9580,eligible_for_draft,[],True
dd904466d8b6aeda4c169431,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
ba993123b39ddc9dac1f13b4,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
de6647ed64ee0848a560ee8c,eligible_for_draft,[],True
56c664e61cfc3a37491af0c7,eligible_for_draft,[],True
192f9fa2adf92ed6fbdc3d10,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
91110bf99e08a97e22361be2,eligible_for_draft,[],True
591bbe4ec4af0c960319ac21,eligible_for_draft,[],True
dc48bf961bb5f6beb1b1c80b,eligible_for_draft,[],True
bb9a7e4a8e493019525924bc,eligible_for_draft,[],True
31fbfc68e5babf8e300ac441,eligible_for_draft,[],True
6ae17435900b6603b1482c95,eligible_for_draft,[],True
78277f8259b2606c9ebdc7ef,eligible_for_draft,[],True
3c4ecc1f843fc6ba626a4f75,eligible_for_draft,[],True
8edeeef64536632847ecf4d0,eligible_for_draft,[],True
0268246f1ad7913577ba18c4,eligible_for_draft,[],True
b9c3c090e69faa56ab720427,eligible_for_draft,[],True
369daa497233944fde1833b1,eligible_for_draft,[],True
fe802a66d51a59145a369588,eligible_for_draft,[],True
ae514d15b797d92e029dd2aa,eligible_for_draft,[],True
60852951d1c4f3543e886f7f,eligible_for_draft,[],True
2eac024f359a478c5ba445c8,eligible_for_draft,[],True
3d1f0c08d8af0cc9031d32f7,eligible_for_draft,[],True
47ee611586c292d4580d8474,eligible_for_draft,[],True
540d0d881ca438d410818e60,eligible_for_draft,[],True
e7f1a6c4c5ecb16d15bb70c5,eligible_for_draft,[],True
fa5570836d02f9e13592e8cd,eligible_for_draft,[],True
f51bf7f9ba11d7d9e6183f27,eligible_for_draft,[],True
89b8e2c3a8bb1fe62a319382,eligible_for_draft,[],True
34606cea9bd046032c026cbb,eligible_for_draft,[],True
55c90dba9a04a27a7daadd4f,eligible_for_draft,[],True
c11884c7d7d2ff346a1180e8,eligible_for_draft,[],True
31af02a88634f5be5c1ea2e7,eligible_for_draft,[],True
77c5e9a3656b9f8e13e95a62,eligible_for_draft,[],True
5346edcecc7c04e51eeaf559,eligible_for_draft,[],True
176d966aaef83f6d25c36e2a,eligible_for_draft,[],True
fc4d10e882ff7a3b416bd9b2,eligible_for_draft,[],True
3feed1d8533ff357717deea6,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
53f1af473021dce25dcfd1a9,eligible_for_draft,[],True
ae598d517d2fe92588d27b47,eligible_for_draft,[],True
856349db7a2f2c8a7f4477ca,eligible_for_draft,[],True
cde84656e5ab2d80b6d07677,eligible_for_draft,[],True
e73c010548558c709343af3b,eligible_for_draft,[],True
d51893f66ff7e3176cffd70f,eligible_for_draft,[],True
74f6209f7aade2bae388af21,advisor_review_required,"[""n0_r0_disagreement"", ""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",False
d8a5adca3532d2f6f683a88d,eligible_for_draft,[],True
c1801c32de4a8d7764593939,eligible_for_draft,[],True
81c623f620b430d239cb3363,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
a0b90a622e130d9d716f7dbd,eligible_for_draft,[],True
b8b93de9782138b64c643d3c,advisor_review_required,"[""seed_disagreement_high"", ""model_score_low"", ""entropy_high""]",True
6ac19f7febd64ee274fc66f9,eligible_for_draft,[],True
