recommendation_instance_id,action_id,goal_id,action_type,description,frequency,duration_minutes,weekly_workload_minutes,schedule,owner,required_resource,prerequisites,evidence_codes,rationale,status
4ed040f46b6bb617a5c63928,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4ed040f46b6bb617a5c63928,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4ed040f46b6bb617a5c63928,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4ed040f46b6bb617a5c63928,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
f4ec69205cd03474a20ae849,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
f4ec69205cd03474a20ae849,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
f4ec69205cd03474a20ae849,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
f4ec69205cd03474a20ae849,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
0846b14ed9ecea61327b70e9,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
0846b14ed9ecea61327b70e9,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
0846b14ed9ecea61327b70e9,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
0846b14ed9ecea61327b70e9,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4c4f1ba38bd24315b761c808,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4c4f1ba38bd24315b761c808,consolidation,goal_week4_progress,consolidation,Consolidate completed topics with an advanced or mixed practice set; avoid unnecessary overload.,1 per week,60,60,week_2,student_with_advisor_review,advanced_practice_material,['advisor_review'],"['trajectory_upward', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4c4f1ba38bd24315b761c808,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_3,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
49aeb9cf9a48383c2ac7d059,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
49aeb9cf9a48383c2ac7d059,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
49aeb9cf9a48383c2ac7d059,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
49aeb9cf9a48383c2ac7d059,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a3e6009a859834ee57b0b4ec,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a3e6009a859834ee57b0b4ec,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a3e6009a859834ee57b0b4ec,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a3e6009a859834ee57b0b4ec,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7422aa164edcac2ba589e108,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7422aa164edcac2ba589e108,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7422aa164edcac2ba589e108,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7422aa164edcac2ba589e108,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7422aa164edcac2ba589e108,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
bda34be5675c2f248331a8d4,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
bda34be5675c2f248331a8d4,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
bda34be5675c2f248331a8d4,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
bda34be5675c2f248331a8d4,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
bda34be5675c2f248331a8d4,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a1e01dc51aa189cda598f6aa,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a1e01dc51aa189cda598f6aa,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a1e01dc51aa189cda598f6aa,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a1e01dc51aa189cda598f6aa,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a1e01dc51aa189cda598f6aa,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
dd66b9a9850c3d7fd84fe4e8,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
dd66b9a9850c3d7fd84fe4e8,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
dd66b9a9850c3d7fd84fe4e8,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
dd66b9a9850c3d7fd84fe4e8,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
33d81bc79f0342eaec01b031,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
33d81bc79f0342eaec01b031,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
33d81bc79f0342eaec01b031,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
33d81bc79f0342eaec01b031,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
dcf35568d8e7847dbe41ebd7,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
dcf35568d8e7847dbe41ebd7,consolidation,goal_week4_progress,consolidation,Consolidate completed topics with an advanced or mixed practice set; avoid unnecessary overload.,1 per week,60,60,week_2,student_with_advisor_review,advanced_practice_material,['advisor_review'],"['trajectory_stable', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
dcf35568d8e7847dbe41ebd7,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_3,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
5fd37de84ede35d924b9288b,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
5fd37de84ede35d924b9288b,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
5fd37de84ede35d924b9288b,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
5fd37de84ede35d924b9288b,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
d2ce9f55b9721c136ddd4ac9,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_downward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
d2ce9f55b9721c136ddd4ac9,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_downward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
d2ce9f55b9721c136ddd4ac9,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_downward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
d2ce9f55b9721c136ddd4ac9,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_downward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7592d121a271ec6c60ff5ed4,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7592d121a271ec6c60ff5ed4,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7592d121a271ec6c60ff5ed4,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
