panel,case_id,action_id,review_record_id,evidence_ids,old_prediction_dependent,evidence_reproducible,action_semantics_unchanged,portability_status,reason
A,case_c5808e90a08995f4471db667,ASSESSMENT_COMPLETION,364dedb298169f93d3b09cf235836820078af7e5b81f6dd5099704aa5043bce6,missing_assessment_count|completion_rate|due_soon_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_c5808e90a08995f4471db667,RECOVER_ENGAGEMENT,4513cbbe88ad194a77b4c18a355cabb17bf167958e47cc1bf333fe8f256596e2,inactivity_streak|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_c5808e90a08995f4471db667,STUDY_REGULARITY,bee59b646219f7b54cf4e54a9936bb658f249c95bc7834a41846a5bc106fdd6c,regularity_score,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_3d6c205df1122be48fc40491,QUIZ_RETRIEVAL_PRACTICE,d6565daad37d484f8bb2ac2d0a3d1eb8b03fece00fbe1df8f48c6b1c57424112,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_3d6c205df1122be48fc40491,ASSESSMENT_COMPLETION,cafb272fbf3abece59caefd4209cf428489f09824c12b84d70414c1de974fda6,completion_rate|missing_assessment_count|due_soon_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_3d6c205df1122be48fc40491,RECOVER_ENGAGEMENT,57e690793069c02ad68826ebaf25d29ea179b6cbfeb399fccb87b20b6f5e9a3f,inactivity_streak|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_3d6c205df1122be48fc40491,STUDY_REGULARITY,28946ae0f43947e5f70020a6412b3dd236fac714a605920986deae103bce76e7,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_3d6c205df1122be48fc40491,TARGETED_CONTENT_REVIEW,cb8487b7d6163759a44b97e0c0a7a157175aff6d9ce59f9eeccdb55e6864d95d,content_coverage|study_material_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_52860263940ff47938da18a5,QUIZ_RETRIEVAL_PRACTICE,ece96b0ca15e264648f1429fee51a697d3f84c9db0353ef5aca90d0d13c217e0,quiz_available|content_coverage|quiz_activity,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_52860263940ff47938da18a5,RECOVER_ENGAGEMENT,ddcd5cda27e0bc45f481dbedd2443320aaf7fa03301f989c4da74c5935692781,inactivity_streak|completion_rate|missing_assessment_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_52860263940ff47938da18a5,STUDY_REGULARITY,b67f2572d5269d8c57e4be8eb5ceb9687ab79895a52395b1533c3445a8899ce5,regularity_score,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_37088941a558dd2d1c5e1c8a,QUIZ_RETRIEVAL_PRACTICE,76e170d178657caa239d9959af2c15b51a9c4510ead9451baac9f0d00cb490d3,quiz_available|content_coverage|quiz_activity,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_37088941a558dd2d1c5e1c8a,ASSESSMENT_COMPLETION,35fc6f9f907bc231bc8c7550e529a440c72d89e9e459c6b5dc0e99927721965c,due_soon_count|assessments_due|missing_assessment_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_37088941a558dd2d1c5e1c8a,RECOVER_ENGAGEMENT,3bf388d57fa38e7830232f79738e1b22061c3ccd0767e329559b49d0bccf0222,inactivity_streak|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_37088941a558dd2d1c5e1c8a,STUDY_REGULARITY,52b1b676f61440230bdb18858fc30c1a2d6ed53e6ebeb8c4dae49622f41f9299,regularity_score,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_bed3a59515937dd556b83882,QUIZ_RETRIEVAL_PRACTICE,1db75e88c36dcb1ecbb885c04a8d8d0bd59845885fd57a8e43584bdf6a08b0a1,quiz_available|quiz_activity|inactivity_streak|content_coverage,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_bed3a59515937dd556b83882,RECOVER_ENGAGEMENT,d9cf47930e6d22f1f8911c4049261d1f57131563127cd62511f7b253b86e26ac,inactivity_streak|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_bed3a59515937dd556b83882,STUDY_REGULARITY,debe5f88dfd8aa1a5936ad845d4ed74a5dde0a82586e84df33658aa995c79e90,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_bed3a59515937dd556b83882,TARGETED_CONTENT_REVIEW,6535a491afcd2610c399bcb0f2d6c426dde07a83153ad1e37baf21e005cf3565,content_coverage|study_material_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_404874e7673d6bd3d473f80d,QUIZ_RETRIEVAL_PRACTICE,564b87e478d7d61d6402c7c7d248032a74acc439a2d1076fe94a6e3ca7d3c21f,quiz_available|quiz_activity|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_404874e7673d6bd3d473f80d,ASSESSMENT_COMPLETION,fa88aee44fd10d2cfac9f83381a45815a44010f19e0acbaf52d9f3ec31d80dd8,missing_assessment_count|assessments_due|completion_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_404874e7673d6bd3d473f80d,RECOVER_ENGAGEMENT,99f0135fca2a3e222d6b1813e45abafb9d7509ab9c94d45a893deb2e47a54568,inactivity_streak|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_404874e7673d6bd3d473f80d,STUDY_REGULARITY,200348380b2a0dfe443613bf4b5dcc5a9819049b8b69f76ddf897890ee1a70e1,regularity_score|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_404874e7673d6bd3d473f80d,TARGETED_CONTENT_REVIEW,9240d43c9e1cbe504f0eeea4cd799ce08cb446b3a9a0a9fef6be7fa149a07fd1,content_coverage|study_material_available|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_9bddddb8cc9d0146a279f477,QUIZ_RETRIEVAL_PRACTICE,17a74110c3ddee791d7fcf58ce4e75f69a8a3b2ccd888136e2269679f5851b50,quiz_available|quiz_activity|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_9bddddb8cc9d0146a279f477,ASSESSMENT_COMPLETION,4ddc54f18299287cb86cba027ab6bf6063236cc04c3ab12664df21b52b0a54f1,missing_assessment_count|assessments_due|completion_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_9bddddb8cc9d0146a279f477,RECOVER_ENGAGEMENT,12eac2824fe46f4c467cba0bf97f95b99db181413c901fa96e3bcd4dc7ea1bb6,inactivity_streak|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_9bddddb8cc9d0146a279f477,STUDY_REGULARITY,29335a2515efe24efeb0f1a4563f1a26f524332f4eb2ac0a47bb063ca564966c,regularity_score|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_9bddddb8cc9d0146a279f477,TARGETED_CONTENT_REVIEW,448a89b11e3fd26add2b268171db7d3cc1dd4501777644773792ec85ecd3d290,study_material_available|content_coverage|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_2cb28b1dccacfcbb0da22f00,QUIZ_RETRIEVAL_PRACTICE,4fed2d4d8988b492d73813d9baa7536a529732af9941963eafce1616947e6211,quiz_available|quiz_activity|content_coverage,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_2cb28b1dccacfcbb0da22f00,ASSESSMENT_COMPLETION,7664af13ea8a5959d3fbf2584dd76281fd2ae500411edc0a111595f99d8f6930,assessments_due|due_soon_count|completion_rate|missing_assessment_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_2cb28b1dccacfcbb0da22f00,STUDY_REGULARITY,dd43d62e52b8988c20df613182c0f5a191d03c11f47a07e04ea5988e448ef2bc,regularity_score|active_day_rate|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_cef297238ff1a8a950a60016,QUIZ_RETRIEVAL_PRACTICE,e0c84757184023211cdbc24256286356fda7692c2866d0b17f841081efb624e2,quiz_available|content_coverage|quiz_activity,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_cef297238ff1a8a950a60016,ASSESSMENT_COMPLETION,670c44c4a899b1f2cf5fd74a36eb477bcf956659f1d0e417c47460eb4795cc95,assessments_due|due_soon_count|completion_rate|missing_assessment_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
