candidate_id,outer_fold,resolved_config_hash,resolved_config
N0,1,f07fb69a8a1910a5c3bb6663d70e07c07460600e0b58c380acea911ca8bb0389,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""cnn_bilstm"", ""batch_size"": 32, ""candidate_id"": ""N0"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 16, ""cnn_kernel_size"": 2, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.1315274757984861, ""evidence_role"": ""phase_c_main_candidate"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""cnn_bilstm"", ""batch_norm_allowed"": false, ""candidate_id"": ""N0"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 8, ""learning_rate"": 0.004768518768930611, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 16, ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 4531, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.07809153757205761, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 32, ""cnn_channels"": 16, ""cnn_kernel_size"": 2, ""dropout"": 0.1315274757984861, ""learning_rate"": 0.004768518768930611, ""lstm_hidden_dim"": 16, ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""sequence_dropout"": 0.07809153757205761, ""weight_decay"": 6.401684545249561e-06}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 6.401684545249561e-06}"
N1,1,d2e6c28fb86f8133311ba3bb5c9345e3737d73f9c969888c7946b7941bc35141,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""cnn_bilstm"", ""batch_size"": 16, ""candidate_id"": ""N1"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 16, ""cnn_kernel_size"": 2, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.27842390829379066, ""evidence_role"": ""phase_c_main_candidate"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""cnn_bilstm"", ""batch_norm_allowed"": false, ""candidate_id"": ""N1"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""ordered_cutpoint"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""ordered_cutpoint"", ""hidden_dim"": 8, ""learning_rate"": 0.009818051378408217, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 8, ""max_epochs"": 40, ""normalization"": ""none"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 1731, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.14383047663228546, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 16, ""cnn_channels"": 16, ""cnn_kernel_size"": 2, ""dropout"": 0.27842390829379066, ""learning_rate"": 0.009818051378408217, ""lstm_hidden_dim"": 8, ""max_epochs"": 40, ""normalization"": ""none"", ""sequence_dropout"": 0.14383047663228546, ""weight_decay"": 1.715643663796186e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 1.715643663796186e-05}"
N2,1,8300e89b456e9e049cfd43fcfbe05f223e05025272e7044582ee467a02a9bc25,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""mlp"", ""batch_size"": 32, ""candidate_id"": ""N2"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.0283285621110895, ""evidence_role"": ""phase_c_main_candidate"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""mlp"", ""batch_norm_allowed"": false, ""candidate_id"": ""N2"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 32, ""learning_rate"": 0.003676824692264202, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 1, ""max_epochs"": 80, ""normalization"": ""layer_norm"", ""num_layers"": 2, ""oversample_method"": ""none"", ""parameter_count"": 1379, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.0, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 32, ""dropout"": 0.0283285621110895, ""hidden_dim"": 32, ""learning_rate"": 0.003676824692264202, ""max_epochs"": 80, ""normalization"": ""layer_norm"", ""num_layers"": 2, ""weight_decay"": 6.430034545267508e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 6.430034545267508e-05}"
N3,1,42384f07cce442b39e84b32504ce465a15eba6581a41a6cbd7d32342e5014e32,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""mlp"", ""batch_size"": 32, ""candidate_id"": ""N3"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.0744910358589452, ""evidence_role"": ""phase_c_main_candidate"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""mlp"", ""batch_norm_allowed"": false, ""candidate_id"": ""N3"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""ordered_cutpoint"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""ordered_cutpoint"", ""hidden_dim"": 8, ""learning_rate"": 0.009149025233215792, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 1, ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 51, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.0, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 32, ""dropout"": 0.0744910358589452, ""hidden_dim"": 8, ""learning_rate"": 0.009149025233215792, ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""num_layers"": 1, ""weight_decay"": 1.2550788909407461e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 1.2550788909407461e-05}"
A1,1,7960d219f20c4c891cc0abb3510020762a178cf5c62933ac5584df146802dcd3,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""cnn_only"", ""batch_size"": 32, ""candidate_id"": ""A1"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 16, ""cnn_kernel_size"": 2, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.1315274757984861, ""evidence_role"": ""phase_c_fixed_parameter_matched_ablation"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""cnn_only"", ""batch_norm_allowed"": false, ""candidate_id"": ""A1"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 8, ""learning_rate"": 0.004768518768930611, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 16, ""matched_to_config_hash"": ""f07fb69a8a1910a5c3bb6663d70e07c07460600e0b58c380acea911ca8bb0389"", ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 131, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.07809153757205761, ""smote_ratio"": 1.0, ""suggested_parameters"": {}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 6.401684545249561e-06}"
A2,1,00952aae1a17d46dc66a9e95ca54173d72621075215437b7b15698993c683414,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""bilstm_only"", ""batch_size"": 32, ""candidate_id"": ""A2"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 16, ""cnn_kernel_size"": 2, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.1315274757984861, ""evidence_role"": ""phase_c_fixed_parameter_matched_ablation"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""bilstm_only"", ""batch_norm_allowed"": false, ""candidate_id"": ""A2"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 8, ""learning_rate"": 0.004768518768930611, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 16, ""matched_to_config_hash"": ""f07fb69a8a1910a5c3bb6663d70e07c07460600e0b58c380acea911ca8bb0389"", ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 2531, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.07809153757205761, ""smote_ratio"": 1.0, ""suggested_parameters"": {}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 6.401684545249561e-06}"
M1,2,35f494bedc951c60729ae970d360d85a5a8f23cc0eec0a2dd032b84130f9ab47,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}"
M2,2,a1aef76ff1149c807ed9dc513c93e4a2c0aa8e5985bee3d7d16f07115975dc51,"{""candidate_id"": ""M2"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""C"": 44.62056687964315, ""gamma"": 0.19042853586121772}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}"
N0,2,639a9a24cdc491ef3e77a4687c50918e8ce5cf639e2a1b162089a738d5bfe48d,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""cnn_bilstm"", ""batch_size"": 16, ""candidate_id"": ""N0"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 16, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.04322535094144975, ""evidence_role"": ""phase_c_main_candidate"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""cnn_bilstm"", ""batch_norm_allowed"": false, ""candidate_id"": ""N0"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 8, ""learning_rate"": 0.002887836918089701, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 16, ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 4515, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.017102750147802687, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 16, ""cnn_channels"": 16, ""cnn_kernel_size"": 1, ""dropout"": 0.04322535094144975, ""learning_rate"": 0.002887836918089701, ""lstm_hidden_dim"": 16, ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""sequence_dropout"": 0.017102750147802687, ""weight_decay"": 1.2494750459031575e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 1.2494750459031575e-05}"
N1,2,62bf261001f16f7863a7e4b4368424fffbd47deec072daf60c8ccb549f00ba51,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""cnn_bilstm"", ""batch_size"": 16, ""candidate_id"": ""N1"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 4, ""cnn_kernel_size"": 2, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.1768948640589302, ""evidence_role"": ""phase_c_main_candidate"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""cnn_bilstm"", ""batch_norm_allowed"": false, ""candidate_id"": ""N1"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""ordered_cutpoint"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""ordered_cutpoint"", ""hidden_dim"": 8, ""learning_rate"": 0.009776149896058644, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 16, ""max_epochs"": 40, ""normalization"": ""none"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 2863, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.07063664184083489, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 16, ""cnn_channels"": 4, ""cnn_kernel_size"": 2, ""dropout"": 0.1768948640589302, ""learning_rate"": 0.009776149896058644, ""lstm_hidden_dim"": 16, ""max_epochs"": 40, ""normalization"": ""none"", ""sequence_dropout"": 0.07063664184083489, ""weight_decay"": 1.0496175703584754e-05}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 1.0496175703584754e-05}"
N2,2,c20a18b55fa2c19d5baa4f3c564282969634c1f05350e3f378250caddaf30b77,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""mlp"", ""batch_size"": 16, ""candidate_id"": ""N2"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.27337805877144034, ""evidence_role"": ""phase_c_main_candidate"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""mlp"", ""batch_norm_allowed"": false, ""candidate_id"": ""N2"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""nominal_softmax"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""nominal_softmax"", ""hidden_dim"": 32, ""learning_rate"": 0.007714605667070646, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 1, ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 259, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.0, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 16, ""dropout"": 0.27337805877144034, ""hidden_dim"": 32, ""learning_rate"": 0.007714605667070646, ""max_epochs"": 60, ""normalization"": ""layer_norm"", ""num_layers"": 1, ""weight_decay"": 0.0009226539311833641}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 0.0009226539311833641}"
N3,2,4b45333e834b247786098957996faedaea3427d9e7a2319127815f13693ff1fb,"{""architecture"": ""cnn_bilstm_classifier"", ""architecture_variant"": ""mlp"", ""batch_size"": 16, ""candidate_id"": ""N3"", ""class_weight_mode"": ""none"", ""classifier_head"": ""linear"", ""cnn_channels"": 1, ""cnn_kernel_size"": 1, ""context_mlp_enabled"": false, ""drop_last_train"": false, ""dropout"": 0.016067409950986086, ""evidence_role"": ""phase_c_main_candidate"", ""feature_contract"": {""context_columns"": [], ""scenario"": ""late_stage"", ""sequence_columns"": [""G1"", ""G2""], ""target_or_derived_features_forbidden"": true}, ""fixed_constants"": {""architecture_variant"": ""mlp"", ""batch_norm_allowed"": false, ""candidate_id"": ""N3"", ""drop_last_train"": false, ""feature_contract"": ""late_stage_g1_g2"", ""head_type"": ""ordered_cutpoint"", ""normalization_options"": [""none"", ""layer_norm""], ""preprocessing"": ""fold_train_only"", ""raw_feature_only"": true, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": ""student_g3_3class_v1""}, ""head_type"": ""ordered_cutpoint"", ""hidden_dim"": 4, ""learning_rate"": 0.009396488955948456, ""loss"": ""cross_entropy"", ""lstm_hidden_dim"": 1, ""max_epochs"": 40, ""normalization"": ""none"", ""num_layers"": 1, ""oversample_method"": ""none"", ""parameter_count"": 19, ""parameter_guardrail"": {""action"": ""prune_or_fail"", ""maximum_trainable_parameters"": 5000}, ""patience"": 10, ""preprocessing"": {""deterministic_transforms"": ""none"", ""feature_selection"": ""none"", ""fit_scope"": ""gradient_training_partition_then_full_refit_partition"", ""oversampling_scope"": ""gradient_training_partition_only"", ""scaler"": ""minmax"", ""unknown_category_policy"": ""map_to_zero""}, ""resampling_k_neighbors"": 5, ""scheduler"": {""parameters"": {}, ""replayable"": true, ""type"": ""fixed_lr""}, ""schema_version"": ""strategy_b_resolved_config_v1"", ""sequence_dropout"": 0.0, ""smote_ratio"": 1.0, ""suggested_parameters"": {""batch_size"": 16, ""dropout"": 0.016067409950986086, ""hidden_dim"": 4, ""learning_rate"": 0.009396488955948456, ""max_epochs"": 40, ""normalization"": ""none"", ""num_layers"": 1, ""weight_decay"": 4.253803412760234e-06}, ""swa"": {""batch_norm_statistics_updated"": false, ""enabled"": false, ""replayable"": true}, ""target_contract"": {""bins"": [0, 9, 14, 20], ""labels"": [""Low"", ""Medium"", ""High""], ""target_column"": ""G3"", ""target_mode"": ""3class""}, ""weight_decay"": 4.253803412760234e-06}"
